frame,oldReceiverSeconds,newReceiverSeconds,changeSeconds
1,0.018698310363,0.018302649476,-0.000395660887
2,0.118426342494,0.118158616207,-0.000267726286
3,0.218753339775,0.218423707185,-0.000329632590
4,0.318187730118,0.318175637235,-0.000012092883
5,0.418166709564,0.417790498959,-0.000376210605
6,0.517693908575,0.517684959262,-0.000008949313
7,0.591835757467,0.617660047992,0.025824290525
8,0.714841267810,0.717689495888,0.002848228078
9,0.818155829384,0.817966030901,-0.000189798483
10,0.918673533164,0.918523725044,-0.000149808120
11,1.019803130822,1.019531637922,-0.000271492900
12,1.118022505031,1.117984670014,-0.000037835017
13,1.218537507131,1.218136881193,-0.000400625938
14,1.318871874005,1.318672207449,-0.000199666555
15,1.418811001282,1.418516990237,-0.000294011045
16,1.519484336246,1.519123581620,-0.000360754627
17,1.594199612212,1.618004984744,0.023805372532
18,1.674993901423,1.717816215702,0.042822314279
19,1.818315365553,1.817927852576,-0.000387512977
20,1.917998797733,1.917922188092,-0.000076609640
21,2.018385426465,2.018014578180,-0.000370848285
22,2.118069883579,2.117893172890,-0.000176710690
23,2.218818703666,2.218460750517,-0.000357953149
24,2.318567477816,2.318605679129,0.000038201313
25,2.418420867630,2.417991920246,-0.000428947384
26,2.518157521423,2.518450779542,0.000293258119
27,2.580544747099,2.617692929857,0.037148182758
28,2.717552279329,2.718010299267,0.000458019938
29,2.818811847785,2.818867619050,0.000055771265
30,2.918184118030,2.918479359673,0.000295241643
31,3.018509652120,3.018456269045,-0.000053383075
32,3.117500000051,3.117489305632,-0.000010694420
33,3.218175810215,3.217771562662,-0.000404247553
34,3.317825386852,3.318003101810,0.000177714958
35,3.418111631957,3.417693650219,-0.000417981737
36,3.517955629665,3.517734021967,-0.000221607699
37,3.593667627107,3.619303993013,0.025636365906
38,3.717543981022,3.718233253010,0.000689271988
39,3.818769433015,3.818374020155,-0.000395412860
40,3.917789954142,3.917906692900,0.000116738758
41,4.019002044024,4.018635527383,-0.000366516641
42,4.118897326159,4.118655091794,-0.000242234365
43,4.218781704482,4.218625498874,-0.000156205607
44,4.318792639658,4.318880966459,0.000088326801
45,4.418279121717,4.417926747539,-0.000352374178
46,4.517986018616,4.518020958269,0.000034939652
47,4.587021399676,4.617651685586,0.030630285910
48,4.712829143611,4.718031477005,0.005202333393
49,4.818822966516,4.818912205041,0.000089238524
50,4.919509163184,4.919328669389,-0.000180493794
51,5.018199707396,5.017931514301,-0.000268193095
52,5.118012004002,5.118058756677,0.000046752675
53,5.217583989132,5.217896256897,0.000312267765
54,5.317707735677,5.317852098842,0.000144363165
55,5.418837306158,5.418434241604,-0.000403064554
56,5.518105570006,5.518103462493,-0.000002107513
57,5.589868728358,5.618469208960,0.028600480602
58,5.717598237824,5.717847127143,0.000248889319
59,5.818276419271,5.817898942925,-0.000377476346
60,5.917838086752,5.918000696315,0.000162609563
61,6.018665572967,6.018364101956,-0.000301471011
62,6.118454011300,6.118590439271,0.000136427970
63,6.219209930216,6.218995459584,-0.000214470632
64,6.318424387095,6.318370776850,-0.000053610245
65,6.418776259694,6.418410628414,-0.000365631280
66,6.517492117657,6.517665003039,0.000172885382
