id,score,seed,metrics_1,metrics_2,metrics_3,metrics_4,metrics_5,metrics_6,metrics_7,metrics_8,metrics_9,metrics_10
35826,0.990214670020953,1,93,0.0354767625221052,-0.0346643128031519,0.0542349358534912,0.00798769598453469,0.181479607856085,0.130337733633702,-0.0098167461694071,0.100135712784495,-0.196269750515207
35890,0.946303136153627,1,94,0.035739832162726,-0.0422071139970647,0.0598884759021472,0.00705763922994553,0.18813880506579,0.132929973743858,-0.0232569290587633,0.128497063756098,-0.207526476613504
36082,0.818913817067248,1,106,0.033753464447498,-0.0619551219725698,0.0719426036407642,0.00418156177825803,0.210792594411053,0.140481987044912,-0.0442471356733464,0.166062300037742,-0.226890915220449
36595,0.977100457604578,1,114,0.0373687366241643,-0.0684029126614994,0.0841139409449193,0.00403125234474291,0.22096563853109,0.143317118601761,0.0150673466504813,0.174914597191806,-0.223164507500063
36787,0.982251609793069,1,116,0.0392944076935177,-0.0838540127596392,0.0874309552884268,0.00265535725147476,0.246541811922218,0.148010137125286,-0.0132475001522668,0.204778187079914,-0.220209209053699
36851,0.965356859176591,1,117,0.0378750927185778,-0.0774530281996892,0.0929194153198777,0.00491944208684265,0.246521193710606,0.156575263631401,-0.0185882475969806,0.210978430997766,-0.233745010137755
36915,0.934084317283122,1,124,0.0374831334921164,-0.0732162711626308,0.0999905087406617,0.00490616124684409,0.252188539659794,0.154006582373201,-0.0258504928341546,0.202885429353415,-0.239989746782528
36979,0.927844615414777,1,124,0.0374997112580168,-0.0729658130286055,0.101668256786589,0.00471575835280686,0.24606360385068,0.152185418636249,-0.0270911757757759,0.203715047895837,-0.249067640361281
37492,0.896113751347413,1,128,0.0385257170109861,-0.07459104170474,0.102484184532674,0.00433591654989538,0.245503804419489,0.155631338826055,0.0327863021775444,0.209172763974987,-0.248247754757266
37620,0.988272587954577,1,129,0.0402033922822212,-0.0716513398122212,0.103329683720038,0.00435082650823639,0.243524666788226,0.153100812859763,0.0107521096241249,0.209908474321824,-0.246479924087905
37684,0.998011040861456,1,130,0.0399441501069444,-0.0685321637510621,0.102493699014925,0.00441190686516768,0.248946708590526,0.155836493334191,0.00441714947624307,0.211696627276818,-0.251064955714939
37812,0.999716266371579,1,134,0.0381171552790239,-0.0610632094074092,0.0880622383049711,0.00589561324587525,0.243218904587345,0.148813566320981,-0.00166762828788218,0.218766260904729,-0.245283026602212
37876,0.994901011620047,1,133,0.0365448303531522,-0.0597843490013184,0.0961677132559679,0.00464320792166203,0.252500679635208,0.152366457571374,-0.0070779883653137,0.218078425321833,-0.263272878241432
36789,0.841332423029389,1,143,0.0398936893788305,-0.0755320487672853,0.106012680290594,0.00539222359902058,0.265936822988409,0.13373398781936,0.0411476679106029,0.210142486575953,-0.254681173693817
36917,0.864217099458469,1,143,0.0383877040837441,-0.0721806124373873,0.0983127236164181,0.00577251538563368,0.269115023824267,0.142061851993014,0.0378170125520182,0.214741844058715,-0.26239499467403
36981,0.893409913956876,1,145,0.038602016733998,-0.0734429192461004,0.0969935317381406,0.00552707362794316,0.270447417234355,0.146714388131874,0.0332348578718302,0.2208855826318,-0.259313801400051
37045,0.929803076875602,1,146,0.0381259666497997,-0.0742075429877447,0.0961464256031725,0.0056449651764828,0.276461054434052,0.147611243872735,0.0267070798366399,0.226522587911443,-0.264345181810726
37173,0.991704260309787,1,147,0.0380706579917007,-0.0810942785782169,0.096935883146529,0.00560410732818499,0.293142265947828,0.154094313280818,0.00903533840889125,0.23974783910448,-0.267324190058992
37237,0.99619919031229,1,147,0.0363649457995392,-0.0794660255130974,0.0938998334179935,0.0056352517598395,0.292431046458291,0.155523844187028,0.00610891978761647,0.246310263651745,-0.274005484168689
37429,0.98823815153156,1,147,0.0366906213420396,-0.0731677909293791,0.091532848404433,0.00527513280229545,0.263571627245592,0.152758140567513,-0.0107679779420416,0.244195032809347,-0.27351884983444
37814,0.654851819902122,0,147,0.0367517152564426,-0.0723542108828795,0.0920313536693324,0.00522533971790099,0.264228714318094,0.147046439107372,0.0644111304151444,0.242362963718077,-0.273648818434756
37878,0.789268660384097,1,153,0.0418929948842741,-0.0773974219592503,0.103163806773438,0.00545202698341892,0.264930891858479,0.143672550968464,0.0481576098311933,0.214829926588201,-0.257212817252368
38006,0.869371229816164,1,155,0.0416837394324603,-0.0759663246661464,0.106258301922803,0.00514371733159247,0.269806589077435,0.142601479179289,0.0370385409964284,0.220152290786325,-0.260957709540052
38070,0.921960487315677,1,157,0.0416119717238304,-0.0768432448494757,0.105411792905657,0.00529919873882565,0.280059541107869,0.142832093084044,0.0282184077358833,0.224476283721833,-0.260764021848313
38262,0.999992145247698,1,156,0.0406894834607743,-0.0843327386381912,0.110944597603843,0.00474430156747525,0.295688703800651,0.140789711892727,-0.000277447066797318,0.250804909925538,-0.273682382927325
38326,0.99903957403182,0,158,0.0391705749891985,-0.084989454912317,0.109850844205014,0.00454875818608114,0.301636399350196,0.147744374592484,-0.00306866375359684,0.260893482934615,-0.282024566857331
38454,0.999641970738784,1,160,0.0364729434228327,-0.0805614545996591,0.0992485494187188,0.0051259135548248,0.297922790669378,0.151774878226788,-0.00187331658193312,0.264989986877518,-0.283279578435549
